Accession,Organism,Host,Geo_loc_name
KX963688.1,Blastocystis hominis,N/A,N/A
KX963687.1,Blastocystis hominis,N/A,N/A
KX963686.1,Blastocystis hominis,N/A,N/A
KX963685.1,Blastocystis hominis,N/A,N/A
KX963684.1,Blastocystis hominis,N/A,N/A
KX963683.1,Blastocystis hominis,N/A,N/A
KX963682.1,Blastocystis hominis,N/A,N/A
KX963681.1,Blastocystis hominis,N/A,N/A
KX963680.1,Blastocystis hominis,N/A,N/A
KX963679.1,Blastocystis hominis,N/A,N/A
KX963678.1,Blastocystis hominis,N/A,N/A
KX963677.1,Blastocystis hominis,N/A,N/A
KX963676.1,Blastocystis hominis,N/A,N/A
KX963675.1,Blastocystis hominis,N/A,N/A
KX963674.1,Blastocystis hominis,N/A,N/A
KX963673.1,Blastocystis hominis,N/A,N/A
KX963672.1,Blastocystis hominis,N/A,N/A
KX963671.1,Blastocystis hominis,N/A,N/A
KX963670.1,Blastocystis hominis,N/A,N/A
KX963669.1,Blastocystis hominis,N/A,N/A
KX963668.1,Blastocystis hominis,N/A,N/A
KX963667.1,Blastocystis hominis,N/A,N/A
KX963666.1,Blastocystis hominis,N/A,N/A
KX963665.1,Blastocystis hominis,N/A,N/A
KX963664.1,Blastocystis hominis,N/A,N/A
KX963663.1,Blastocystis hominis,N/A,N/A
KX963662.1,Blastocystis hominis,N/A,N/A
KX963661.1,Blastocystis hominis,N/A,N/A
KX963660.1,Blastocystis hominis,N/A,N/A
KX963659.1,Blastocystis hominis,N/A,N/A
KX963658.1,Blastocystis hominis,N/A,N/A
KX963657.1,Blastocystis hominis,N/A,N/A
KX963656.1,Blastocystis hominis,N/A,N/A
KX963655.1,Blastocystis hominis,N/A,N/A
KX963654.1,Blastocystis hominis,N/A,N/A
KX963653.1,Blastocystis hominis,N/A,N/A
KX963652.1,Blastocystis hominis,N/A,N/A
KX963651.1,Blastocystis hominis,N/A,N/A
KX963650.1,Blastocystis hominis,N/A,N/A
KX963649.1,Blastocystis hominis,N/A,N/A
KX963648.1,Blastocystis hominis,N/A,N/A
KX963647.1,Blastocystis hominis,N/A,N/A
KX963646.1,Blastocystis hominis,N/A,N/A
KX963645.1,Blastocystis hominis,N/A,N/A
KX963644.1,Blastocystis hominis,N/A,N/A
KX963643.1,Blastocystis hominis,N/A,N/A
KX963642.1,Blastocystis hominis,N/A,N/A
KX963641.1,Blastocystis hominis,N/A,N/A
KX963640.1,Blastocystis hominis,N/A,N/A
KX963639.1,Blastocystis hominis,N/A,N/A
KX963638.1,Blastocystis hominis,N/A,N/A
KX963637.1,Blastocystis hominis,N/A,N/A
KX963636.1,Blastocystis hominis,N/A,N/A
KX963635.1,Blastocystis hominis,N/A,N/A
KX963634.1,Blastocystis hominis,N/A,N/A
KX963633.1,Blastocystis hominis,N/A,N/A
KX963632.1,Blastocystis hominis,N/A,N/A
KX963631.1,Blastocystis hominis,N/A,N/A
KX963630.1,Blastocystis hominis,N/A,N/A
KX963629.1,Blastocystis hominis,N/A,N/A
KX963628.1,Blastocystis hominis,N/A,N/A
KX963627.1,Blastocystis hominis,N/A,N/A
KX963626.1,Blastocystis hominis,N/A,N/A
KX963625.1,Blastocystis hominis,N/A,N/A
KX963624.1,Blastocystis hominis,N/A,N/A
KX963623.1,Blastocystis hominis,N/A,N/A
KX963622.1,Blastocystis hominis,N/A,N/A
KX963621.1,Blastocystis hominis,N/A,N/A
KX963620.1,Blastocystis hominis,N/A,N/A
KX963619.1,Blastocystis hominis,N/A,N/A
KX963618.1,Blastocystis hominis,N/A,N/A
KX963617.1,Blastocystis hominis,N/A,N/A
KX963616.1,Blastocystis hominis,N/A,N/A
KX963615.1,Blastocystis hominis,N/A,N/A
KX963614.1,Blastocystis hominis,N/A,N/A
KX963613.1,Blastocystis hominis,N/A,N/A
KX963612.1,Blastocystis hominis,N/A,N/A
KX963611.1,Blastocystis hominis,N/A,N/A
KX963610.1,Blastocystis hominis,N/A,N/A
KX963609.1,Blastocystis hominis,N/A,N/A
KX963608.1,Blastocystis hominis,N/A,N/A
KX963607.1,Blastocystis hominis,N/A,N/A
KX963606.1,Blastocystis hominis,N/A,N/A
KX963605.1,Blastocystis hominis,N/A,N/A
KX963604.1,Blastocystis hominis,N/A,N/A
KX963603.1,Blastocystis hominis,N/A,N/A
KX963602.1,Blastocystis hominis,N/A,N/A
KX963601.1,Blastocystis hominis,N/A,N/A
KX963600.1,Blastocystis hominis,N/A,N/A
KX963599.1,Blastocystis hominis,N/A,N/A
KX963598.1,Blastocystis hominis,N/A,N/A
KX963597.1,Blastocystis hominis,N/A,N/A
KX963596.1,Blastocystis hominis,N/A,N/A
KX963595.1,Blastocystis hominis,N/A,N/A
KX963594.1,Blastocystis hominis,N/A,N/A
KX963593.1,Blastocystis hominis,N/A,N/A
KX963592.1,Blastocystis hominis,N/A,N/A
KX963591.1,Blastocystis hominis,N/A,N/A
KX963590.1,Blastocystis hominis,N/A,N/A
KX963589.1,Blastocystis hominis,N/A,N/A
KX963588.1,Blastocystis hominis,N/A,N/A
KX963587.1,Blastocystis hominis,N/A,N/A
KX963586.1,Blastocystis hominis,N/A,N/A
KX963585.1,Blastocystis hominis,N/A,N/A
KX963584.1,Blastocystis hominis,N/A,N/A
KX963583.1,Blastocystis hominis,N/A,N/A
KX963582.1,Blastocystis hominis,N/A,N/A
KX963581.1,Blastocystis hominis,N/A,N/A
KX963580.1,Blastocystis hominis,N/A,N/A
KX963579.1,Blastocystis hominis,N/A,N/A
KX963578.1,Blastocystis hominis,N/A,N/A
KX963577.1,Blastocystis hominis,N/A,N/A
KX358442.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Khammouane Province, Had Khum Haing Village, Xebungfai District, in the central of Lao PDR"
KX358441.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Khammouane Province, Had Khum Haing Village, Xebungfai District, in the central of Lao PDR"
KX358440.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Khammouane Province, Had Khum Haing Village, Xebungfai District, in the central of Lao PDR"
KX358439.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Khammouane Province, Had Khum Haing Village, Xebungfai District, in the central of Lao PDR"
KX358438.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Khammouane Province, Had Khum Haing Village, Xebungfai District, in the central of Lao PDR"
KX358437.1,Blastocystis sp. subtype 2,Homo sapiens,"Laos: Khammouane Province, Had Khum Haing Village, Xebungfai District, in the central of Lao PDR"
KX358436.1,Blastocystis sp. subtype 3,Homo sapiens,"Laos: Khammouane Province, Had Khum Haing Village, Xebungfai District, in the central of Lao PDR"
KX358435.1,Blastocystis sp. subtype 7,Homo sapiens,"Laos: Champasack Province, Sane Home Village, Khong District in the south of Lao PDR"
KX358434.1,Blastocystis sp. subtype 2,Homo sapiens,"Laos: Champasack Province, Sane Home Village, Khong District in the south of Lao PDR"
KX358433.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Champasack Province, Sane Home Village, Khong District in the south of Lao PDR"
KX358432.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Champasack Province, Sane Home Village, Khong District in the south of Lao PDR"
KX358431.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Champasack Province, Sane Home Village, Khong District in the south of Lao PDR"
KX358430.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Champasack Province, Sane Home Village, Khong District in the south of Lao PDR"
KX358429.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Champasack Province, Sane Home Village, Khong District in the south of Lao PDR"
KX358428.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Champasack Province, Sane Home Village, Khong District in the south of Lao PDR"
KX358427.1,Blastocystis sp. subtype 3,Homo sapiens,"Laos: Champasack Province, Sane Home Village, Khong District in the south of Lao PDR"
KX358426.1,Blastocystis sp. subtype 1,Homo sapiens,"Laos: Champasack Province, Sane Home Village, Khong District in the south of Lao PDR"
KR259512.1,Blastocystis hominis,Boa constrictor,France
KR259511.1,Blastocystis hominis,Testudo graeca,France
KR259510.1,Blastocystis hominis,Testudo graeca,France
KR259509.1,Blastocystis hominis,Tragulus javanicus,France
KR259508.1,Blastocystis hominis,Iguana iguana,France
KR259507.1,Blastocystis hominis,Aldabrachelys gigantea,France
KR259506.1,Blastocystis hominis,Hylobates lar,France
KR259505.1,Blastocystis hominis,Hylobates lar,France
KR259504.1,Blastocystis hominis,Tapirus terrestris,France
KR259503.1,Blastocystis hominis,Symphalangus syndactylus,France
KR259502.1,Blastocystis hominis,Symphalangus syndactylus,France
KR259501.1,Blastocystis hominis,Symphalangus syndactylus,France
KR259500.1,Blastocystis hominis,Symphalangus syndactylus,France
KR259499.1,Blastocystis hominis,Taurotragus oryx,France
KR259498.1,Blastocystis hominis,Equus burchellii,France
KR259497.1,Blastocystis hominis,Vicugna pacos,France
KR259496.1,Blastocystis hominis,Hydrochoerus hydrochaeris,France
KR259495.1,Blastocystis hominis,Schistocerca gregaria,France
KR259494.1,Blastocystis hominis,Blaptica dubia,France
KR259493.1,Blastocystis hominis,Blaberus giganteus,France
KR259492.1,Blastocystis hominis,Rattus norvegicus,France
KR259491.1,Blastocystis hominis,Pithecia pithecia,France
KR259490.1,Blastocystis hominis,Lemur catta,France
KR259489.1,Blastocystis hominis,Varecia variegata,France
KR259488.1,Blastocystis hominis,Varecia rubra,France
KR259487.1,Blastocystis hominis,Rhea americana,France
KR259486.1,Blastocystis hominis,Rhea americana,France
KR259485.1,Blastocystis hominis,Rhea americana,France
KR259484.1,Blastocystis hominis,Struthio camelus,France
KR259483.1,Blastocystis hominis,Struthio camelus,France
KR259482.1,Blastocystis hominis,Phoenicopterus ruber,France
KR259481.1,Blastocystis hominis,Pavo cristatus,France
KR259480.1,Blastocystis hominis,Macropus rufogriseus,France
KR259479.1,Blastocystis hominis,Rousettus aegyptiacus,France
KR259478.1,Blastocystis hominis,Pteropus rodricensis,France
KR259477.1,Blastocystis hominis,Hydrochoerus hydrochaeris,France
KR259476.1,Blastocystis hominis,Hydrochoerus hydrochaeris,France
KR259475.1,Blastocystis hominis,Elephas maximus,France
KR259474.1,Blastocystis hominis,Elephas maximus,France
KR259473.1,Blastocystis hominis,Elephas maximus,France
KR259472.1,Blastocystis hominis,Elephas maximus,France
KR259471.1,Blastocystis hominis,Elephas maximus,France
KR259470.1,Blastocystis hominis,Tapirus terrestris,France
KR259469.1,Blastocystis hominis,Tapirus terrestris,France
KR259468.1,Blastocystis hominis,Equus asinus,France
KR259467.1,Blastocystis hominis,Equus asinus,France
KR259466.1,Blastocystis hominis,Equus asinus,France
KR259465.1,Blastocystis hominis,Equus burchellii,France
KR259464.1,Blastocystis hominis,Capra hircus,France
KR259463.1,Blastocystis hominis,Capra hircus,France
KR259462.1,Blastocystis hominis,Oryx dammah,France
KR259461.1,Blastocystis hominis,Oryx dammah,France
KR259460.1,Blastocystis hominis,Oryx dammah,France
KR259459.1,Blastocystis hominis,Oryx dammah,France
KR259458.1,Blastocystis hominis,Oryx dammah,France
KR259457.1,Blastocystis hominis,Oryx beisa,France
KR259456.1,Blastocystis hominis,Oryx beisa,France
KR259455.1,Blastocystis hominis,Oryx beisa,France
KR259454.1,Blastocystis hominis,Connochaetes taurinus,France
KR259453.1,Blastocystis hominis,Bison bison,France
KR259452.1,Blastocystis hominis,Bison bison,France
KR259451.1,Blastocystis hominis,Tragelaphus eurycerus,France
KR259450.1,Blastocystis hominis,Tragelaphus strepsiceros,France
KR259449.1,Blastocystis hominis,Tragelaphus strepsiceros,France
KR259448.1,Blastocystis hominis,Giraffa camelopardalis,France
KR259447.1,Blastocystis hominis,Giraffa camelopardalis,France
KR259446.1,Blastocystis hominis,Giraffa camelopardalis,France
KR259445.1,Blastocystis hominis,Giraffa camelopardalis,France
KR259444.1,Blastocystis hominis,Giraffa camelopardalis,France
KR259443.1,Blastocystis hominis,Zalophus californianus,France
KR259442.1,Blastocystis hominis,Ursus maritimus,France
KR259441.1,Blastocystis hominis,Canis lupus,France
KR259440.1,Blastocystis hominis,Acinonyx jubatus,France
KR259439.1,Blastocystis hominis,Eulemur macaco,France
KR259438.1,Blastocystis hominis,Varecia variegata,France
KR259437.1,Blastocystis hominis,Varecia rubra,France
KR259436.1,Blastocystis hominis,Varecia rubra,France
KR259435.1,Blastocystis hominis,Varecia rubra,France
KR259434.1,Blastocystis hominis,Varecia rubra,France
KR259433.1,Blastocystis hominis,Lemur catta,France
KR259432.1,Blastocystis hominis,Lemur catta,France
KR259431.1,Blastocystis hominis,Lemur catta,France
KR259430.1,Blastocystis hominis,Lemur catta,France
KR259429.1,Blastocystis hominis,Leontopithecus chrysomelas,France
KR259428.1,Blastocystis hominis,Leontopithecus chrysomelas,France
KR259427.1,Blastocystis hominis,Leontopithecus chrysomelas,France
KR259426.1,Blastocystis hominis,Saguinus imperator,France
KR259425.1,Blastocystis hominis,Colobus guereza,France
KR259424.1,Blastocystis hominis,Colobus guereza,France
KR259423.1,Blastocystis hominis,Cercopithecus neglectus,France
KR259422.1,Blastocystis hominis,Cercopithecus neglectus,France
KR259421.1,Blastocystis hominis,Cercopithecus neglectus,France
KR259420.1,Blastocystis hominis,Cercopithecus lhoesti,France
KR259419.1,Blastocystis hominis,Cercopithecus roloway,France
KR259418.1,Blastocystis hominis,Cercopithecus hamlyni,France
KR259417.1,Blastocystis hominis,Mandrillus sphinx,France
KR259416.1,Blastocystis hominis,Macaca nemestrina,France
KR259415.1,Blastocystis hominis,Macaca nemestrina,France
KR259414.1,Blastocystis hominis,Macaca nemestrina,France
KR259413.1,Blastocystis hominis,Macaca nemestrina,France
KR259412.1,Blastocystis hominis,Nomascus gabriellae,France
KR259411.1,Blastocystis hominis,Nomascus gabriellae,France
KR259410.1,Blastocystis hominis,Pan troglodytes,France
KR259409.1,Blastocystis hominis,Pan troglodytes,France
KR259408.1,Blastocystis hominis,Pongo pygmaeus,France
KR259407.1,Blastocystis hominis,Pongo pygmaeus,France
KR259406.1,Blastocystis hominis,Pongo pygmaeus,France
KR259405.1,Blastocystis hominis,Gorilla gorilla,France
KR259404.1,Blastocystis hominis,Gorilla gorilla,France
KR259403.1,Blastocystis hominis,Gorilla gorilla,France
KR259402.1,Blastocystis hominis,Gorilla gorilla,France
KY019167.1,Blastocystis hominis,Homo sapiens,China
KY019166.1,Blastocystis hominis,Homo sapiens,China
KY019165.1,Blastocystis hominis,Homo sapiens,China
KY019164.1,Blastocystis hominis,Homo sapiens,China
KY019163.1,Blastocystis hominis,Homo sapiens,China
KY019162.1,Blastocystis hominis,Homo sapiens,China
KY019161.1,Blastocystis hominis,Homo sapiens,China
KY019160.1,Blastocystis hominis,Homo sapiens,China
KY019159.1,Blastocystis hominis,Homo sapiens,China
KY019158.1,Blastocystis hominis,Homo sapiens,China
KY019157.1,Blastocystis hominis,Homo sapiens,China
KY019156.1,Blastocystis hominis,Homo sapiens,China
KY019155.1,Blastocystis hominis,Homo sapiens,China
KY019154.1,Blastocystis hominis,Homo sapiens,China
KY019153.1,Blastocystis hominis,Homo sapiens,China
KY019152.1,Blastocystis hominis,Homo sapiens,China
KY019151.1,Blastocystis hominis,Homo sapiens,China
KY019150.1,Blastocystis hominis,Homo sapiens,China
KY019149.1,Blastocystis hominis,Homo sapiens,China
KY019148.1,Blastocystis hominis,Homo sapiens,China
KY019147.1,Blastocystis hominis,Homo sapiens,China
KY019146.1,Blastocystis hominis,Homo sapiens,China
KY019145.1,Blastocystis hominis,Homo sapiens,China
KY019144.1,Blastocystis hominis,Homo sapiens,China
KY019143.1,Blastocystis hominis,Homo sapiens,China
KY019142.1,Blastocystis hominis,Homo sapiens,China
KY019141.1,Blastocystis hominis,Homo sapiens,China
KU361316.1,Blastocystis sp. subtype 7,N/A,N/A
KU361315.1,Blastocystis sp. subtype 2,N/A,N/A
KU361314.1,Blastocystis sp. subtype 2,N/A,N/A
KU361313.1,Blastocystis sp. subtype 2,N/A,N/A
KU361312.1,Blastocystis sp. subtype 2,N/A,N/A
KU361311.1,Blastocystis sp. subtype 2,N/A,N/A
KU361310.1,Blastocystis sp. subtype 1,N/A,N/A
KU361309.1,Blastocystis sp. subtype 1,N/A,N/A
KU361308.1,Blastocystis sp. subtype 1,N/A,N/A
KU361307.1,Blastocystis sp. subtype 1,N/A,N/A
KU361306.1,Blastocystis sp. subtype 1,N/A,N/A
KU361305.1,Blastocystis sp. subtype 1,N/A,N/A
KU361304.1,Blastocystis sp. subtype 1,N/A,N/A
KU361303.1,Blastocystis sp. subtype 1,N/A,N/A
KU361302.1,Blastocystis sp. subtype 3,N/A,N/A
KU361301.1,Blastocystis sp. subtype 3,N/A,N/A
KU361300.1,Blastocystis sp. subtype 3,N/A,N/A
KX378235.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378234.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378233.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378232.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378231.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378230.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378229.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378228.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378227.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378226.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378225.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378224.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378223.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378222.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378221.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378220.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378219.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378218.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378217.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378216.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378215.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378214.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378213.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378212.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378211.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378210.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378209.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378208.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378207.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378206.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378205.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378204.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378203.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378202.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378201.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378200.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378199.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378198.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378197.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378196.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378195.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378194.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378193.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378192.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378191.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378190.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378189.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378188.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378187.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378186.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378185.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378184.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378183.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378182.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378181.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378180.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378179.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378178.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378177.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378176.1,Blastocystis sp.,Homo sapiens,Tunisia
KX378175.1,Blastocystis sp.,Homo sapiens,Tunisia
KU147403.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147402.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147401.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147400.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147399.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147398.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147397.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147396.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147395.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147394.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147393.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147392.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147391.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147390.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147389.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147388.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147387.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147386.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147385.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147384.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147383.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147382.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147381.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147380.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147379.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147378.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147377.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147376.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147375.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147374.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147373.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147372.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147371.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147370.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147369.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147368.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147367.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147366.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147365.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147364.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147363.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147362.1,Blastocystis sp. subtype 3,Homo sapiens,Mexico
KU147361.1,Blastocystis sp. subtype 2,Homo sapiens,Mexico
KU147360.1,Blastocystis sp. subtype 2,Homo sapiens,Mexico
KU147359.1,Blastocystis sp. subtype 2,Homo sapiens,Mexico
KU147358.1,Blastocystis sp. subtype 2,Homo sapiens,Mexico
KU147357.1,Blastocystis sp. subtype 2,Homo sapiens,Mexico
KU147356.1,Blastocystis sp. subtype 2,Homo sapiens,Mexico
KU147355.1,Blastocystis sp. subtype 2,Homo sapiens,Mexico
KU147354.1,Blastocystis sp. subtype 2,Homo sapiens,Mexico
KU147353.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147352.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147351.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147350.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147349.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147348.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147347.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147346.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147345.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147344.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147343.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147342.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147341.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147340.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147339.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147338.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147337.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147336.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147335.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147334.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147333.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147332.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147331.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147330.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147329.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147328.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147327.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147326.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147325.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KU147324.1,Blastocystis sp. subtype 1,Homo sapiens,Mexico
KT374040.1,Blastocystis sp. subtype 5,pig,Philippines
KT374039.1,Blastocystis sp. subtype 1,pig,Philippines
KT374038.1,Blastocystis sp. subtype 5,pig,Philippines
KT374037.1,Blastocystis sp. subtype 1,pig,Philippines
KT374036.1,Blastocystis sp. subtype 5,pig,Philippines
KT374035.1,Blastocystis sp. subtype 1,pig,Philippines
KT374034.1,Blastocystis sp. subtype 5,pig,Philippines
KT374033.1,Blastocystis sp. subtype 5,pig,Philippines
KT374032.1,Blastocystis sp. subtype 5,pig,Philippines
KT374031.1,Blastocystis sp. subtype 5,pig,Philippines
KT374030.1,Blastocystis sp. subtype 5,pig,Philippines
KT374029.1,Blastocystis sp. subtype 5,pig,Philippines
KT374028.1,Blastocystis sp. subtype 5,pig,Philippines
KT374027.1,Blastocystis sp. subtype 5,pig,Philippines
KT374026.1,Blastocystis sp. subtype 3,Homo sapiens,Philippines
KT374025.1,Blastocystis sp. subtype 3,Homo sapiens,Philippines
KT374024.1,Blastocystis sp. subtype 3,Homo sapiens,Philippines
KT374023.1,Blastocystis sp. subtype 3,Homo sapiens,Philippines
KT374022.1,Blastocystis sp. subtype 3,Homo sapiens,Philippines
KT374021.1,Blastocystis sp. subtype 1,Homo sapiens,Philippines
KT374020.1,Blastocystis sp. subtype 1,Homo sapiens,Philippines
KT374019.1,Blastocystis sp. subtype 1,Homo sapiens,Philippines
KT374018.1,Blastocystis sp. subtype 1,Homo sapiens,Philippines
KT374017.1,Blastocystis sp. subtype 1,Homo sapiens,Philippines
KU159084.1,Blastocystis hominis,Homo sapiens,France: Creteil
KU159083.1,Blastocystis hominis,Homo sapiens,France: Creteil
KU159082.1,Blastocystis hominis,Homo sapiens,France: Creteil
